image_id,input,output,w,h,html_output,html_input,outputs
jules-d-1424239-unsplash,jules-d-1424239-unsplash.jpg,jules-d-1424239-unsplashBOX.jpg,3371,5991,"<h1>Jules D</h1><div class=""output"" id=""jules-d-1424239-unsplash""><img class=""img_output"" src=""./ImagesFashwell/jules-d-1424239-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Hats & Beanies. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/new-era-vintage-9twenty-cap-ne352p053-o11.html"">Best match: New Era Vintage 9Twenty Cap</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jackets & Coats. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/only-and-sons-onscoin-denim-jacket-blue-denim-os322t03h-k11.html"">Best match: Only And Sons Onscoin Denim Jacket Blue Denim</a></span></li><li style=""color:green""><span style=""color:green"">Category: Jeans & Trousers. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/pepe-jeans-slim-fit-jeans-black-pe122g04t-q11.html"">Best match: Pepe Jeans Slim Fit Jeans Black</a></span></li><li style=""color:orange""><span style=""color:orange"">Category: Shoes. <a style=""color:orange"" target=""_blank"" href=""https://www.zalando.co.uk/reebok-classic-workout-trainers-whitegrey-re015o006-a11.html"">Best match: Reebok Classic Workout Trainers Whitegrey</a></span></li><li style=""color:black""><span style=""color:black"">Category: Shoes. <a style=""color:black"" target=""_blank"" href=""https://www.zalando.co.uk/reebok-classic-workout-trainers-whitegrey-re015o006-a11.html"">Best match: Reebok Classic Workout Trainers Whitegrey</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/jules-d-1424239-unsplash.jpg""></div>","[{'rect': [1128, 1128, 2077, 2147], 'colour': 'red', 'product': 'New Era Vintage 9Twenty Cap', 'link': 'https://www.zalando.co.uk/new-era-vintage-9twenty-cap-ne352p053-o11.html', 'category': 'Hats & Beanies'}, {'rect': [389, 389, 3105, 3485], 'colour': 'blue', 'product': 'Only And Sons Onscoin Denim Jacket Blue Denim', 'link': 'https://www.zalando.co.uk/only-and-sons-onscoin-denim-jacket-blue-denim-os322t03h-k11.html', 'category': 'Jackets & Coats'}, {'rect': [280, 280, 3226, 4383], 'colour': 'green', 'product': 'Pepe Jeans Slim Fit Jeans Black', 'link': 'https://www.zalando.co.uk/pepe-jeans-slim-fit-jeans-black-pe122g04t-q11.html', 'category': 'Jeans & Trousers'}, {'rect': [1148, 1148, 1807, 5003], 'colour': 'orange', 'product': 'Reebok Classic Workout Trainers Whitegrey', 'link': 'https://www.zalando.co.uk/reebok-classic-workout-trainers-whitegrey-re015o006-a11.html', 'category': 'Shoes'}, {'rect': [2027, 2027, 2516, 5023], 'colour': 'black', 'product': 'Reebok Classic Workout Trainers Whitegrey', 'link': 'https://www.zalando.co.uk/reebok-classic-workout-trainers-whitegrey-re015o006-a11.html', 'category': 'Shoes'}]"
julian-alexander-22273-unsplash,julian-alexander-22273-unsplash.jpg,julian-alexander-22273-unsplashBOX.jpg,3648,5472,"<h1>Julian Alexander</h1><div class=""output"" id=""julian-alexander-22273-unsplash""><img class=""img_output"" src=""./ImagesFashwell/julian-alexander-22273-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Eyewear. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/ray-ban-sunglasses-dark-brown-ra254k018-o11.html"">Best match: Ray Ban Sunglasses Dark Brown</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Tops & Blouses. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/lee-western-shirt-le422d06n-g11.html"">Best match: Lee Western Shirt</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/julian-alexander-22273-unsplash.jpg""></div>","[{'rect': [1222, 1222, 2079, 1660], 'colour': 'red', 'product': 'Ray Ban Sunglasses Dark Brown', 'link': 'https://www.zalando.co.uk/ray-ban-sunglasses-dark-brown-ra254k018-o11.html', 'category': 'Eyewear'}, {'rect': [520, 520, 3046, 5262], 'colour': 'blue', 'product': 'Lee Western Shirt', 'link': 'https://www.zalando.co.uk/lee-western-shirt-le422d06n-g11.html', 'category': 'Tops & Blouses'}]"
karina-carvalho-87594-unsplash,karina-carvalho-87594-unsplash.jpg,karina-carvalho-87594-unsplashBOX.jpg,3744,5616,"<h1>Karina Carvalho</h1><div class=""output"" id=""karina-carvalho-87594-unsplash""><img class=""img_output"" src=""./ImagesFashwell/karina-carvalho-87594-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jumpers & Cardigans. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/polo-ralph-lauren-pima-jumper-hunter-navy-po222q03f-k11.html"">Best match: Polo Ralph Lauren Pima Jumper Hunter Navy</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jeans & Trousers. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/for-anderson-twill-trousers-grey-fof22e00j-c11.html"">Best match: For Anderson Twill Trousers Grey</a></span></li><li style=""color:green""><span style=""color:green"">Category: Shoes. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/pier-one-moccasins-cognac-pi912ca0u-o11.html"">Best match: Pier One Moccasins Cognac</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/karina-carvalho-87594-unsplash.jpg""></div>","[{'rect': [636, 636, 2854, 2050], 'colour': 'red', 'product': 'Polo Ralph Lauren Pima Jumper Hunter Navy', 'link': 'https://www.zalando.co.uk/polo-ralph-lauren-pima-jumper-hunter-navy-po222q03f-k11.html', 'category': 'Jumpers & Cardigans'}, {'rect': [1385, 1385, 2068, 3575], 'colour': 'blue', 'product': 'For Anderson Twill Trousers Grey', 'link': 'https://www.zalando.co.uk/for-anderson-twill-trousers-grey-fof22e00j-c11.html', 'category': 'Jeans & Trousers'}, {'rect': [1582, 1582, 1938, 3922], 'colour': 'green', 'product': 'Pier One Moccasins Cognac', 'link': 'https://www.zalando.co.uk/pier-one-moccasins-cognac-pi912ca0u-o11.html', 'category': 'Shoes'}]"
lexie-barnhorn-576164-unsplash,lexie-barnhorn-576164-unsplash.jpg,lexie-barnhorn-576164-unsplashBOX.jpg,3914,3494,"<h1>Lexie Barnhorn</h1><div class=""output"" id=""lexie-barnhorn-576164-unsplash""><img class=""img_output"" src=""./ImagesFashwell/lexie-barnhorn-576164-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Skirts. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/noisy-may-nmfelixa-skirt-mini-skirt-black-nm321b04q-q11.html"">Best match: Noisy May Nmfelixa Skirt Mini Skirt Black</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Tops & Blouses. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/esprit-collection-softbusiness-shirt-es421e09f-a11.html"">Best match: Esprit Collection Softbusiness Shirt</a></span></li><li style=""color:green""><span style=""color:green"">Category: Shoes. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/aldo-elalyan-ankle-cuff-sandals-a0111a094-e11.html"">Best match: Aldo Elalyan Ankle Cuff Sandals</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/lexie-barnhorn-576164-unsplash.jpg""></div>","[{'rect': [1514, 1514, 2411, 2428], 'colour': 'red', 'product': 'Noisy May Nmfelixa Skirt Mini Skirt Black', 'link': 'https://www.zalando.co.uk/noisy-may-nmfelixa-skirt-mini-skirt-black-nm321b04q-q11.html', 'category': 'Skirts'}, {'rect': [1671, 1671, 2818, 1782], 'colour': 'blue', 'product': 'Esprit Collection Softbusiness Shirt', 'link': 'https://www.zalando.co.uk/esprit-collection-softbusiness-shirt-es421e09f-a11.html', 'category': 'Tops & Blouses'}, {'rect': [2463, 2463, 3057, 3383], 'colour': 'green', 'product': 'Aldo Elalyan Ankle Cuff Sandals', 'link': 'https://www.zalando.co.uk/aldo-elalyan-ankle-cuff-sandals-a0111a094-e11.html', 'category': 'Shoes'}]"
markus-lompa-1289022-unsplash,markus-lompa-1289022-unsplash.jpg,markus-lompa-1289022-unsplashBOX.jpg,5220,3915,"<h1>Markus Lompa</h1><div class=""output"" id=""markus-lompa-1289022-unsplash""><img class=""img_output"" src=""./ImagesFashwell/markus-lompa-1289022-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jackets & Coats. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/tommy-jeans-essential-jacket-down-jacket-tob22t02r-q11.html"">Best match: Tommy Jeans Essential Jacket Down Jacket</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jeans & Trousers. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/brave-soul-leyland-jeans-skinny-fit-denim-brh22g00k-k11.html"">Best match: Brave Soul Leyland Jeans Skinny Fit Denim</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/markus-lompa-1289022-unsplash.jpg""></div>","[{'rect': [2908, 2908, 3911, 2125], 'colour': 'red', 'product': 'Tommy Jeans Essential Jacket Down Jacket', 'link': 'https://www.zalando.co.uk/tommy-jeans-essential-jacket-down-jacket-tob22t02r-q11.html', 'category': 'Jackets & Coats'}, {'rect': [3013, 3013, 3871, 2707], 'colour': 'blue', 'product': 'Brave Soul Leyland Jeans Skinny Fit Denim', 'link': 'https://www.zalando.co.uk/brave-soul-leyland-jeans-skinny-fit-denim-brh22g00k-k11.html', 'category': 'Jeans & Trousers'}]"
mohammad-faruque-190944-unsplash,mohammad-faruque-190944-unsplash.jpg,mohammad-faruque-190944-unsplashBOX.jpg,3312,4286,"<h1>Mohammad Faruque</h1><div class=""output"" id=""mohammad-faruque-190944-unsplash""><img class=""img_output"" src=""./ImagesFashwell/mohammad-faruque-190944-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Tops & Tees. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/marc-opolo-denim-short-sleeve-chest-print-t-shirt-combo-op522o016-g11.html"">Best match: Marc Opolo Denim Short Sleeve Chest Print T Shirt Combo</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jeans & Trousers. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/pepe-jeans-callen-relaxed-fit-jeans-med-used-destroy-pe122g0bk-k11.html"">Best match: Pepe Jeans Callen Relaxed Fit Jeans Med Used Destroy</a></span></li><li style=""color:green""><span style=""color:green"">Category: Shoes. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/vans-old-skool-trainers-va215b000-q12.html"">Best match: Vans Old Skool Trainers</a></span></li><li style=""color:orange""><span style=""color:orange"">Category: Shoes. <a style=""color:orange"" target=""_blank"" href=""https://www.zalando.co.uk/vans-old-skool-trainers-va215b000-q12.html"">Best match: Vans Old Skool Trainers</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/mohammad-faruque-190944-unsplash.jpg""></div>","[{'rect': [1222, 1222, 2015, 2736], 'colour': 'red', 'product': 'Marc Opolo Denim Short Sleeve Chest Print T Shirt Combo', 'link': 'https://www.zalando.co.uk/marc-opolo-denim-short-sleeve-chest-print-t-shirt-combo-op522o016-g11.html', 'category': 'Tops & Tees'}, {'rect': [1372, 1372, 1979, 3893], 'colour': 'blue', 'product': 'Pepe Jeans Callen Relaxed Fit Jeans Med Used Destroy', 'link': 'https://www.zalando.co.uk/pepe-jeans-callen-relaxed-fit-jeans-med-used-destroy-pe122g0bk-k11.html', 'category': 'Jeans & Trousers'}, {'rect': [1450, 1450, 1786, 4115], 'colour': 'green', 'product': 'Vans Old Skool Trainers', 'link': 'https://www.zalando.co.uk/vans-old-skool-trainers-va215b000-q12.html', 'category': 'Shoes'}, {'rect': [1786, 1786, 2115, 4129], 'colour': 'orange', 'product': 'Vans Old Skool Trainers', 'link': 'https://www.zalando.co.uk/vans-old-skool-trainers-va215b000-q12.html', 'category': 'Shoes'}]"
mubariz-mehdizadeh-349292-unsplash,mubariz-mehdizadeh-349292-unsplash.jpg,mubariz-mehdizadeh-349292-unsplashBOX.jpg,3376,6000,"<h1>Mubariz Mehdizadeh</h1><div class=""output"" id=""mubariz-mehdizadeh-349292-unsplash""><img class=""img_output"" src=""./ImagesFashwell/mubariz-mehdizadeh-349292-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Tops & Tees. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/yourturn-basic-t-shirt-black-yo122o0bz-q11.html"">Best match: Yourturn Basic T Shirt Black</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/mubariz-mehdizadeh-349292-unsplash.jpg""></div>","[{'rect': [360, 360, 3190, 5780], 'colour': 'red', 'product': 'Yourturn Basic T Shirt Black', 'link': 'https://www.zalando.co.uk/yourturn-basic-t-shirt-black-yo122o0bz-q11.html', 'category': 'Tops & Tees'}]"
mubariz-mehdizadeh-380433-unsplash,mubariz-mehdizadeh-380433-unsplash.jpg,mubariz-mehdizadeh-380433-unsplashBOX.jpg,3744,4680,"<h1>Mubariz Mehdizadeh</h1><div class=""output"" id=""mubariz-mehdizadeh-380433-unsplash""><img class=""img_output"" src=""./ImagesFashwell/mubariz-mehdizadeh-380433-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jumpers & Cardigans. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/versace-collection-sportivo-felpa-sweatshirt-nero-vc122s01f-q11.html"">Best match: Versace Collection Sportivo Felpa Sweatshirt Nero</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/mubariz-mehdizadeh-380433-unsplash.jpg""></div>","[{'rect': [1544, 1544, 3330, 4111], 'colour': 'red', 'product': 'Versace Collection Sportivo Felpa Sweatshirt Nero', 'link': 'https://www.zalando.co.uk/versace-collection-sportivo-felpa-sweatshirt-nero-vc122s01f-q11.html', 'category': 'Jumpers & Cardigans'}]"
renata-fraga-719690-unsplash,renata-fraga-719690-unsplash.jpg,renata-fraga-719690-unsplashBOX.jpg,3456,5184,"<h1>Renata Fraga</h1><div class=""output"" id=""renata-fraga-719690-unsplash""><img class=""img_output"" src=""./ImagesFashwell/renata-fraga-719690-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jeans & Trousers. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/3x1-rose-carpenter-leg-relaxed-fit-jeans-hester-3x021n00u-k11.html"">Best match: 3X1 Rose Carpenter Leg Relaxed Fit Jeans Hester</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jackets & Coats. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/oakwood-user-winter-coat-beige-oa121u03j-b11.html"">Best match: Oakwood User Winter Coat Beige</a></span></li><li style=""color:green""><span style=""color:green"">Category: Shoes. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/dr-martens-ankle-boots-schwarz-do212k00c-q11.html"">Best match: Dr Martens Ankle Boots Schwarz</a></span></li><li style=""color:orange""><span style=""color:orange"">Category: Shoes. <a style=""color:orange"" target=""_blank"" href=""https://www.zalando.co.uk/dr-martens-ankle-boots-schwarz-do212k00c-q11.html"">Best match: Dr Martens Ankle Boots Schwarz</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/renata-fraga-719690-unsplash.jpg""></div>","[{'rect': [717, 717, 3128, 3724], 'colour': 'red', 'product': '3X1 Rose Carpenter Leg Relaxed Fit Jeans Hester', 'link': 'https://www.zalando.co.uk/3x1-rose-carpenter-leg-relaxed-fit-jeans-hester-3x021n00u-k11.html', 'category': 'Jeans & Trousers'}, {'rect': [562, 562, 2774, 2117], 'colour': 'blue', 'product': 'Oakwood User Winter Coat Beige', 'link': 'https://www.zalando.co.uk/oakwood-user-winter-coat-beige-oa121u03j-b11.html', 'category': 'Jackets & Coats'}, {'rect': [1426, 1426, 1918, 4666], 'colour': 'green', 'product': 'Dr Martens Ankle Boots Schwarz', 'link': 'https://www.zalando.co.uk/dr-martens-ankle-boots-schwarz-do212k00c-q11.html', 'category': 'Shoes'}, {'rect': [2635, 2635, 3223, 4899], 'colour': 'orange', 'product': 'Dr Martens Ankle Boots Schwarz', 'link': 'https://www.zalando.co.uk/dr-martens-ankle-boots-schwarz-do212k00c-q11.html', 'category': 'Shoes'}]"
tamara-bellis-143262-unsplash,tamara-bellis-143262-unsplash.jpg,tamara-bellis-143262-unsplashBOX.jpg,4000,6016,"<h1>Tamara Bellis</h1><div class=""output"" id=""tamara-bellis-143262-unsplash""><img class=""img_output"" src=""./ImagesFashwell/tamara-bellis-143262-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jeans & Trousers. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/qs-designed-by-bermuda-shorts-qs121s02f-b11.html"">Best match: Qs Designed By Bermuda Shorts</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Jumpers & Cardigans. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/pieces-jumper-night-sky-pe321i071-k11.html"">Best match: Pieces Jumper Night Sky</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/tamara-bellis-143262-unsplash.jpg""></div>","[{'rect': [1003, 1003, 2467, 4633], 'colour': 'red', 'product': 'Qs Designed By Bermuda Shorts', 'link': 'https://www.zalando.co.uk/qs-designed-by-bermuda-shorts-qs121s02f-b11.html', 'category': 'Jeans & Trousers'}, {'rect': [1023, 1023, 2477, 3319], 'colour': 'blue', 'product': 'Pieces Jumper Night Sky', 'link': 'https://www.zalando.co.uk/pieces-jumper-night-sky-pe321i071-k11.html', 'category': 'Jumpers & Cardigans'}]"
toa-heftiba-586902-unsplash,toa-heftiba-586902-unsplash.jpg,toa-heftiba-586902-unsplashBOX.jpg,2624,3936,"<h1>Toa Heftiba</h1><div class=""output"" id=""toa-heftiba-586902-unsplash""><img class=""img_output"" src=""./ImagesFashwell/toa-heftiba-586902-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jackets & Coats. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/levisr-original-trucker-denim-jacket-soft-as-butter-dark-le221g031-k11.html"">Best match: Levisr Original Trucker Denim Jacket Soft As Butter Dark</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/toa-heftiba-586902-unsplash.jpg""></div>","[{'rect': [597, 597, 2198, 3648], 'colour': 'red', 'product': 'Levisr Original Trucker Denim Jacket Soft As Butter Dark', 'link': 'https://www.zalando.co.uk/levisr-original-trucker-denim-jacket-soft-as-butter-dark-le221g031-k11.html', 'category': 'Jackets & Coats'}]"
tyler-nix-597162-unsplash,tyler-nix-597162-unsplash.jpg,tyler-nix-597162-unsplashBOX.jpg,3840,5760,"<h1>Tyler Nix</h1><div class=""output"" id=""tyler-nix-597162-unsplash""><img class=""img_output"" src=""./ImagesFashwell/tyler-nix-597162-unsplashBOX.jpg""></div><div class=""products""><ul><li style=""color:red""><span style=""color:red"">Category: Jeans & Trousers. <a style=""color:red"" target=""_blank"" href=""https://www.zalando.co.uk/brave-soul-elba-jeans-skinny-fit-charcoal-grey-brh22g001-c11.html"">Best match: Brave Soul Elba Jeans Skinny Fit Charcoal Grey</a></span></li><li style=""color:blue""><span style=""color:blue"">Category: Shoes. <a style=""color:blue"" target=""_blank"" href=""https://www.zalando.co.uk/adidas-originals-swift-run-shoes-trainers-white-ad112o09n-a11.html"">Best match: Adidas Originals Swift Run Shoes Trainers White</a></span></li><li style=""color:green""><span style=""color:green"">Category: Jumpers & Cardigans. <a style=""color:green"" target=""_blank"" href=""https://www.zalando.co.uk/mennace-essential-hoody-with-signature-sweatshirt-black-mef22s00w-q11.html"">Best match: Mennace Essential Hoody With Signature Sweatshirt Black</a></span></li></ul></div>","<div class=""input""><img class=""img_input"" src=""./ImagesFashwell/tyler-nix-597162-unsplash.jpg""></div>","[{'rect': [1574, 1574, 2592, 5232], 'colour': 'red', 'product': 'Brave Soul Elba Jeans Skinny Fit Charcoal Grey', 'link': 'https://www.zalando.co.uk/brave-soul-elba-jeans-skinny-fit-charcoal-grey-brh22g001-c11.html', 'category': 'Jeans & Trousers'}, {'rect': [1757, 1757, 2131, 5674], 'colour': 'blue', 'product': 'Adidas Originals Swift Run Shoes Trainers White', 'link': 'https://www.zalando.co.uk/adidas-originals-swift-run-shoes-trainers-white-ad112o09n-a11.html', 'category': 'Shoes'}, {'rect': [1507, 1507, 2707, 3859], 'colour': 'green', 'product': 'Mennace Essential Hoody With Signature Sweatshirt Black', 'link': 'https://www.zalando.co.uk/mennace-essential-hoody-with-signature-sweatshirt-black-mef22s00w-q11.html', 'category': 'Jumpers & Cardigans'}]"
